rank,company_canonical,unresolved_contact_count,cumulative_contacts,cumulative_pct_of_unresolved,recruiter_count,talent_acquisition,hiring_managers,data_leaders,avg_priority_score,suggested_bucket,suggested_confidence,suggested_reason
236,ASIAN BLOOM HR,1,514,21.4,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
237,ASSESSORIA RG,1,515,21.5,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
238,ASSET LOCALE,1,516,21.5,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
239,ASSET MANAGEMENT,1,517,21.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
240,ASSOCIACAO JUNIOR ACHIEVEMENT DO RIO GRANDE DO SUL,1,518,21.6,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
241,ASSOCIAÇÃO COMERCIAL DO PARANÁ,1,519,21.6,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
242,ASSURANT,1,520,21.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
243,ASSURESOFT,1,521,21.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
244,ASTELLAS PHARMA,1,522,21.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
245,ASTRA FINANCIAL INDONESIA,1,523,21.8,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
246,ASTRANA HEALTH,1,524,21.9,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
247,ATLAS GOVERNANCE,1,525,21.9,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
248,ATLAS NEXTWAVE,1,526,21.9,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
249,ATLÂNTICO,1,527,22.0,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
250,ATMOSERA,1,528,22.0,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
251,ATOM,1,529,22.1,0,0,0,0,46.0,,0.0,no usable signal yet — candidate for manual company mapping override
252,ATOMIC LAYER DEPOSITION,1,530,22.1,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
253,ATRUVIA,1,531,22.1,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
254,ATTACH,1,532,22.2,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
255,AUDIOCODES,1,533,22.2,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
256,AULAS PARTICULARES,1,534,22.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
257,AUREAN BLUE,1,535,22.3,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
258,AURIA,1,536,22.4,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
259,AUTEN ENERGY - ENERGIA COMPARTILHADA,1,537,22.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
260,AUTOLIV,1,538,22.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
261,AUTÓNOMO,1,539,22.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
262,AVANT BUSINESS,1,540,22.5,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
263,AVANZA,1,541,22.6,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
264,AVENTA,1,542,22.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
265,AVENUE,1,543,22.6,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
266,AVITO,1,544,22.7,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
267,AVRA,1,545,22.7,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
268,AVVALE,1,546,22.8,0,0,0,0,36.0,,0.0,no usable signal yet — candidate for manual company mapping override
269,AWALÉ RESOURCES,1,547,22.8,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
270,AXIAL STRUCTURAL,1,548,22.9,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
271,AXIANS,1,549,22.9,0,0,0,0,26.0,,0.0,no usable signal yet — candidate for manual company mapping override
272,AXPO,1,550,22.9,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
273,AXPO,1,551,23.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
274,AZION,1,552,23.0,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
275,AZURIS COMPANY,1,553,23.1,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
276,B&M PERSONALVERMITTLUNG,1,554,23.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
277,BAC CREDOMATIC,1,555,23.1,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
278,BAE SYSTEMS,1,556,23.2,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
279,BARMER,1,557,23.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
280,BBC CARREIRA & RH,1,558,23.3,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
281,BC MENTORIA,1,559,23.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
282,BESTSECRET,1,560,23.4,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
283,BI4ALL,1,561,23.4,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
284,BIGSEO,1,562,23.4,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
285,BIGZON,1,563,23.5,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
286,BLUST | CONSULTORA BOUTIQUE DE PERSONAS Y TALENTO,1,564,23.5,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
287,BM BOLIVIA,1,565,23.6,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
288,BM VAGAS,1,566,23.6,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
289,BMN NEDERLAND,1,567,23.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
290,BMNS,1,568,23.7,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
291,BOMIX INDÚSTRIA DE EMBALAGENS,1,569,23.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
292,BRINK,1,570,23.8,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
293,BROSETA,1,571,23.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
294,BUTTER,1,572,23.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
295,BACHPAN SAVE THE INNOCENCE,1,573,23.9,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
296,BACKPACKINGIT,1,574,23.9,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
297,BAKU HERITAGE TOURS - DMC,1,575,24.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
298,BALANZ URUGUAY,1,576,24.0,0,0,0,0,40.0,,0.0,no usable signal yet — candidate for manual company mapping override
299,BANBAJÍO,1,577,24.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
300,BANCO BS2,1,578,24.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
301,BANCO INTERNACIONAL,1,579,24.1,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
302,BANCO PAN,1,580,24.2,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
303,BANCO PROMERICA GUATEMALA,1,581,24.2,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
304,BANCO RENDIMENTO,1,582,24.3,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
305,BANCO SOFISA,1,583,24.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
306,BANCO DE SEGUROS DEL ESTADO,1,584,24.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
307,BANCO DEL SOL,1,585,24.4,0,0,0,0,14.0,,0.0,no usable signal yet — candidate for manual company mapping override
308,BANFF LODGING COMPANY,1,586,24.4,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
309,BANISTMO,1,587,24.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
310,BANKAOOL,1,588,24.5,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
311,BANKHAUS METZLER,1,589,24.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
312,BANKME,1,590,24.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
313,BARIL ADVOGADOS,1,591,24.6,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
314,BARK.COM,1,592,24.7,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
315,BASECONE,1,593,24.7,0,0,0,0,36.0,,0.0,no usable signal yet — candidate for manual company mapping override
316,BASICFOX,1,594,24.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
317,BATERIAS PIONEIRO,1,595,24.8,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
318,BATHILDISHEIM E.V,1,596,24.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
319,BAUGESELLSCHAFT HANAU,1,597,24.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
320,BAXTER INTERNATIONAL,1,598,24.9,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
321,BAYES ESPORTS,1,599,25.0,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
322,BE INTELLIGENCE,1,600,25.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
323,BENEX AKADEMIE & CO,1,601,25.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
324,BESMART,1,602,25.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
325,BEACH BUM,1,603,25.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
326,BEATRIZ HERDY,1,604,25.2,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
327,BEE ENGINEERING ICT,1,605,25.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
328,BELASTINGDIENST,1,606,25.3,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
329,BEMOBI,1,607,25.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
330,BENDING SPOONS,1,608,25.4,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
331,BERGER BAU- UND INDUSTRIEBEDARF,1,609,25.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
332,BERNOULLI EDUCAÇÃO,1,610,25.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
333,BETTER COLLECTIVE,1,611,25.5,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
334,BETTERMILE,1,612,25.5,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
335,BI SMART,1,613,25.6,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
336,"BIDATIA, EL PODER DEL DATO",1,614,25.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
337,BILDUNGSREIF,1,615,25.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
338,BILLIE,1,616,25.7,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
339,BIND MÉXICO,1,617,25.7,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
340,BIRDIE,1,618,25.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
341,BITS&CREAM,1,619,25.8,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
342,BLACK CAT,1,620,25.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
343,BLACKSTRAW,1,621,25.9,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
344,BLUECROSS & BLUESHIELD DE URUGUAY,1,622,25.9,0,0,0,0,37.0,,0.0,no usable signal yet — candidate for manual company mapping override
345,BLUER TECNOLOGIA,1,623,26.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
346,BLUHM SYSTEME,1,624,26.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
347,BOEN GROEN,1,625,26.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
348,BOLD METRICS,1,626,26.1,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
349,BOLD TALENT CO,1,627,26.1,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
350,BOLD.CO,1,628,26.2,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
351,BOMBON BOSS,1,629,26.2,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
352,BOMBRIL,1,630,26.3,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
353,BOND,1,631,26.3,0,0,0,0,50.0,,0.0,no usable signal yet — candidate for manual company mapping override
354,BONDALTI,1,632,26.4,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
355,BOSCH REXROTH,1,633,26.4,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
356,BOSONIT,1,634,26.4,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
357,BOUWHUYSCH,1,635,26.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
358,BRACELL,1,636,26.5,0,0,0,0,9.0,,0.0,no usable signal yet — candidate for manual company mapping override
359,BRANCHING MINDS,1,637,26.6,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
360,BRAVIA RH I GESTÃO ESTRATÉGICA DE PESSOAS,1,638,26.6,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
361,BRAVOS ENERGÍA,1,639,26.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
362,BREDENMASTER,1,640,26.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
363,BRIDGE & CO,1,641,26.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
364,BRIDGENEXT,1,642,26.8,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
365,BRIGHTMAN. IT RECRUITING AGENCY,1,643,26.8,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
366,BROKER IA,1,644,26.9,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
367,BROOKS AUTOMATION,1,645,26.9,0,0,0,0,39.0,,0.0,no usable signal yet — candidate for manual company mapping override
368,BROWN & MCCROW,1,646,26.9,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
369,BROWN-FORMAN,1,647,27.0,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
370,BUILDUP,1,648,27.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
371,BUNDESAGENTUR FÜR ARBEIT,1,649,27.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
372,BUNGE,1,650,27.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
373,BÜSSER & ZEIDLER,1,651,27.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
374,C3 ENGENHARIA & SOLUÇÕES,1,652,27.2,0,0,0,0,7.0,,0.0,no usable signal yet — candidate for manual company mapping override
375,CARE VISION AUGENKLINIKEN,1,653,27.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
376,CARNES RIKATAS,1,654,27.3,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
377,CCONECTA RH,1,655,27.3,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
378,CEERT EQUIDADE RACIAL E DE GÊNERO,1,656,27.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
379,CEMA CONSTRUÇÕES E TECNOLOGIA,1,657,27.4,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
380,CEMPRE URUGUAY,1,658,27.4,0,0,0,0,52.0,,0.0,no usable signal yet — candidate for manual company mapping override
381,CENTURY 21 NAÇÕES,1,659,27.5,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
382,CERN,1,660,27.5,0,0,0,0,7.0,,0.0,no usable signal yet — candidate for manual company mapping override
383,CEVA LOGISTICS,1,661,27.6,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
